year,generation,spsum,year_gen,site,trap,setdate,coldate,daysout,fract_count_bg,fract_count_sm,bgch,smch,bgch_tot,smch_tot,set
2017,37,Overwintering,2017_Overwintering,4,2,2017-06-22,2017-07-05,13,1,1,0,11,0,11,2
2017,37,Overwintering,2017_Overwintering,5,1,2017-06-20,2017-07-05,15,1,1,0,4,0,4,3
2017,37,Overwintering,2017_Overwintering,5,2,2017-06-20,2017-07-05,15,1,1,NA,NA,NA,NA,1
2017,37,Overwintering,2017_Overwintering,6,1,2017-06-20,2017-07-05,15,1,1,0,9,0,9,2
2017,37,Overwintering,2017_Overwintering,6,2,2017-06-20,2017-07-05,15,1,1,0,11,0,11,3
2017,38,Summer,2017_Summer,1,1,2017-07-05,2017-07-21,16,1,1,0,12,0,12,1
2017,38,Summer,2017_Summer,1,2,2017-07-05,2017-07-21,16,1,1,0,17,0,17,2
2017,38,Summer,2017_Summer,2,1,2017-07-05,2017-07-21,16,1,1,0,3,0,3,3
2017,38,Summer,2017_Summer,2,2,2017-07-05,2017-07-21,16,1,1,0,7,0,7,1
2017,38,Summer,2017_Summer,3,1,2017-07-05,2017-07-21,16,1,1,0,11,0,11,2
2017,38,Summer,2017_Summer,3,2,2017-07-05,2017-07-21,16,1,1,0,23,0,23,3
2017,38,Summer,2017_Summer,4,1,2017-07-05,2017-07-21,16,1,1,0,144,0,144,1
2017,38,Summer,2017_Summer,4,2,2017-07-05,2017-07-21,16,1,1,0,15,0,15,2
2017,38,Summer,2017_Summer,5,1,2017-07-05,2017-07-21,16,1,1,0,6,0,6,3
2017,38,Summer,2017_Summer,5,2,2017-07-05,2017-07-21,16,1,1,0,1,0,1,1
2017,38,Summer,2017_Summer,6,1,2017-07-05,2017-07-21,16,1,1,0,205,0,205,2
2017,38,Summer,2017_Summer,6,2,2017-07-05,2017-07-21,16,1,1,0,339,0,339,3
2017,38,Summer,2017_Summer,1,1,2017-07-21,2017-08-02,12,1,1,0,68,0,68,1
2017,38,Summer,2017_Summer,1,2,2017-07-21,2017-08-02,12,1,1,0,50,0,50,2
2017,38,Summer,2017_Summer,2,1,2017-07-21,2017-08-04,14,1,1,0,38,0,38,3
2017,38,Summer,2017_Summer,2,2,2017-07-21,2017-08-04,14,1,1,0,39,0,39,1
2017,38,Summer,2017_Summer,3,1,2017-07-21,2017-08-04,14,1,1,0,29,0,29,2
2017,38,Summer,2017_Summer,3,2,2017-07-21,2017-08-04,14,NA,NA,NA,NA,NA,NA,3
2017,38,Summer,2017_Summer,4,1,2017-07-21,2017-08-04,14,1,1,0,25,0,25,1
2017,38,Summer,2017_Summer,4,2,2017-07-21,2017-08-04,14,1,1,0,41,0,41,2
2017,38,Summer,2017_Summer,5,1,2017-07-21,2017-08-02,12,1,1,0,3,0,3,3
2017,38,Summer,2017_Summer,5,2,2017-07-21,2017-08-02,12,1,1,0,8,0,8,1
2017,38,Summer,2017_Summer,6,1,2017-07-21,2017-08-02,12,1,1,0,669,0,669,2
2017,38,Summer,2017_Summer,6,2,2017-07-21,2017-08-02,12,1,1,0,483,0,483,3
2017,38,Summer,2017_Summer,1,1,2017-08-02,2017-08-14,12,1,1,0,80,0,80,1
2017,38,Summer,2017_Summer,1,2,2017-08-02,2017-08-14,12,NA,NA,NA,NA,NA,NA,2
2017,38,Summer,2017_Summer,2,1,2017-08-04,2017-08-13,9,1,1,0,58,0,58,3
2017,38,Summer,2017_Summer,2,2,2017-08-04,2017-08-13,9,1,1,0,46,0,46,1
2017,38,Summer,2017_Summer,3,1,2017-08-04,2017-08-13,9,1,1,0,0,0,0,2
2017,38,Summer,2017_Summer,3,2,2017-08-04,2017-08-13,9,1,1,0,3,0,3,3
2017,38,Summer,2017_Summer,4,1,2017-08-04,2017-08-13,9,1,1,0,17,0,17,1
2017,38,Summer,2017_Summer,4,2,2017-08-04,2017-08-13,9,1,1,0,3,0,3,2
2017,38,Summer,2017_Summer,5,1,2017-08-02,2017-08-13,11,1,1,0,0,0,0,3
2017,38,Summer,2017_Summer,5,2,2017-08-02,2017-08-13,11,1,1,0,4,0,4,1
2017,38,Summer,2017_Summer,6,1,2017-08-02,2017-08-14,12,1,1,0,74,0,74,2
2017,38,Summer,2017_Summer,6,2,2017-08-02,2017-08-14,12,1,1,0,32,0,32,3
2018,39,Overwintering,2018_Overwintering,1,1,2018-05-27,2018-06-06,10,1,1,8,152,8,152,1
2018,39,Overwintering,2018_Overwintering,1,2,2018-05-27,2018-06-06,10,1,1,15,83,15,83,2
2018,39,Overwintering,2018_Overwintering,2,1,2018-05-29,2018-06-06,8,1,1,58,131,58,131,3
2018,39,Overwintering,2018_Overwintering,2,2,2018-05-29,2018-06-06,8,NA,NA,NA,NA,NA,NA,1
2018,39,Overwintering,2018_Overwintering,3,1,2018-05-27,2018-06-06,10,1,1,51,628,51,628,2
2018,39,Overwintering,2018_Overwintering,3,2,2018-05-27,2018-06-06,10,1,1,54,135,54,135,3
2018,39,Overwintering,2018_Overwintering,4,1,2018-05-29,2018-06-06,8,1,1,45,181,45,181,1
2018,39,Overwintering,2018_Overwintering,4,2,2018-05-29,2018-06-06,8,1,1,10,14,10,14,2
2018,39,Overwintering,2018_Overwintering,5,1,2018-05-27,2018-06-06,10,0.25,0.25,1,675,4,2700,3
2018,39,Overwintering,2018_Overwintering,5,2,2018-05-27,2018-06-06,10,0.25,0.25,0,325,0,1300,1
2018,39,Overwintering,2018_Overwintering,6,1,2018-05-27,2018-06-06,10,NA,NA,NA,NA,NA,NA,2
2018,39,Overwintering,2018_Overwintering,6,2,2018-05-27,2018-06-06,10,NA,NA,NA,NA,NA,NA,3
2018,39,Overwintering,2018_Overwintering,1,1,2018-06-06,2018-06-16,10,1,1,6,33,6,33,1
2018,39,Overwintering,2018_Overwintering,1,2,2018-06-06,2018-06-16,10,1,1,0,9,0,9,2
2018,39,Overwintering,2018_Overwintering,2,1,2018-06-06,2018-06-16,10,1,1,5,28,5,28,3
2018,39,Overwintering,2018_Overwintering,2,2,2018-06-06,2018-06-16,10,1,1,1,26,1,26,1
2018,39,Overwintering,2018_Overwintering,3,1,2018-06-06,2018-06-16,10,NA,NA,NA,NA,NA,NA,2
2018,39,Overwintering,2018_Overwintering,3,2,2018-06-06,2018-06-16,10,1,1,1,5,1,5,3
2018,39,Overwintering,2018_Overwintering,4,1,2018-06-06,2018-06-16,10,1,1,1,17,1,17,1
2018,39,Overwintering,2018_Overwintering,4,2,2018-06-06,2018-06-16,10,1,1,0,18,0,18,2
2018,39,Overwintering,2018_Overwintering,5,1,2018-06-06,2018-06-16,10,1,1,1,122,1,122,3
2018,39,Overwintering,2018_Overwintering,5,2,2018-06-06,2018-06-16,10,1,1,0,97,0,97,1
2018,39,Overwintering,2018_Overwintering,6,1,2018-06-06,2018-06-16,10,NA,NA,NA,NA,NA,NA,2
2018,39,Overwintering,2018_Overwintering,6,2,2018-06-06,2018-06-16,10,NA,NA,NA,NA,NA,NA,3
2018,39,Overwintering,2018_Overwintering,1,1,2018-06-16,2018-06-27,11,1,1,0,8,0,8,1
2018,39,Overwintering,2018_Overwintering,1,2,2018-06-16,2018-06-27,11,1,1,0,10,0,10,2
2018,39,Overwintering,2018_Overwintering,2,1,2018-06-16,2018-06-27,11,1,1,0,31,0,31,3
2018,39,Overwintering,2018_Overwintering,2,2,2018-06-16,2018-06-27,11,1,1,0,13,0,13,1
2018,39,Overwintering,2018_Overwintering,3,1,2018-06-16,2018-06-27,11,1,1,0,0,0,0,2
2018,39,Overwintering,2018_Overwintering,3,2,2018-06-16,2018-06-27,11,1,1,NA,NA,NA,NA,3
2018,39,Overwintering,2018_Overwintering,4,1,2018-06-16,2018-06-27,11,1,1,0,18,0,18,1
2018,39,Overwintering,2018_Overwintering,4,2,2018-06-16,2018-06-27,11,1,1,1,32,1,32,2
2018,39,Overwintering,2018_Overwintering,5,1,2018-06-16,2018-06-27,11,1,1,0,34,0,34,3
2018,39,Overwintering,2018_Overwintering,5,2,2018-06-16,2018-06-27,11,1,1,0,14,0,14,1
2018,39,Overwintering,2018_Overwintering,6,1,2018-06-16,2018-06-27,11,1,1,1,163,1,163,2
2018,39,Overwintering,2018_Overwintering,6,2,2018-06-16,2018-06-27,11,1,1,0,13,0,13,3
2018,40,Summer,2018_Summer,1,1,2018-06-27,2018-07-18,21,1,1,0,206,0,206,1
2018,40,Summer,2018_Summer,1,2,2018-06-27,2018-07-18,21,0.5,0.5,0,117,0,234,2
2018,40,Summer,2018_Summer,2,1,2018-06-27,2018-07-18,21,1,1,0,1,0,1,3
2018,40,Summer,2018_Summer,2,2,2018-06-27,2018-07-18,21,1,1,0,12,0,12,1
2018,40,Summer,2018_Summer,3,1,2018-06-27,2018-07-18,21,NA,NA,NA,NA,NA,NA,2
2018,40,Summer,2018_Summer,3,2,2018-06-27,2018-07-18,21,1,1,0,27,0,27,3
2018,40,Summer,2018_Summer,4,1,2018-06-27,2018-07-18,21,NA,NA,NA,NA,NA,NA,1
2018,40,Summer,2018_Summer,4,2,2018-06-27,2018-07-18,21,1,1,0,0,0,0,2
2018,40,Summer,2018_Summer,5,1,2018-06-27,2018-07-18,21,0.25,0.25,0,223,0,892,3
2018,40,Summer,2018_Summer,5,2,2018-06-27,2018-07-18,21,1,1,0,121,0,121,1
2018,40,Summer,2018_Summer,6,1,2018-06-27,2018-07-18,21,1,1,0,17,0,17,2
2018,40,Summer,2018_Summer,6,2,2018-06-27,2018-07-18,21,1,1,0,20,0,20,3
2018,40,Summer,2018_Summer,1,1,2018-07-18,2018-08-02,15,1,1,0,58,0,58,1
2018,40,Summer,2018_Summer,1,2,2018-07-18,2018-08-02,15,1,1,0,26,0,26,2
2018,40,Summer,2018_Summer,2,1,2018-07-18,2018-08-02,15,1,1,0,17,0,17,3
2018,40,Summer,2018_Summer,2,2,2018-07-18,2018-08-02,15,1,1,4,16,4,16,1
2018,40,Summer,2018_Summer,3,1,2018-07-18,2018-08-02,15,1,1,0,94,0,94,2
2018,40,Summer,2018_Summer,3,2,2018-07-18,2018-08-02,15,1,1,0,42,0,42,3
2018,40,Summer,2018_Summer,4,1,2018-07-18,2018-08-02,15,1,1,0,15,0,15,1
2018,40,Summer,2018_Summer,4,2,2018-07-18,2018-08-02,15,1,1,0,16,0,16,2
2018,40,Summer,2018_Summer,5,1,2018-07-18,2018-08-02,15,NA,NA,NA,NA,NA,NA,3
2018,40,Summer,2018_Summer,5,2,2018-07-18,2018-08-02,15,1,1,0,414,0,414,1
2018,40,Summer,2018_Summer,6,1,2018-07-18,2018-08-02,15,1,1,2,70,2,70,2
2018,40,Summer,2018_Summer,6,2,2018-07-18,2018-08-02,15,1,1,0,208,0,208,3
2018,40,Summer,2018_Summer,1,1,2018-08-02,2018-08-13,11,1,1,0,6,0,6,1
2018,40,Summer,2018_Summer,1,2,2018-08-02,2018-08-13,11,1,1,0,4,0,4,2
2018,40,Summer,2018_Summer,2,1,2018-08-02,2018-08-13,11,1,1,0,37,0,37,3
2018,40,Summer,2018_Summer,2,2,2018-08-02,2018-08-13,11,1,1,3,11,3,11,1
2018,40,Summer,2018_Summer,3,1,2018-08-02,2018-08-13,11,1,1,0,0,0,0,2
2018,40,Summer,2018_Summer,3,2,2018-08-02,2018-08-13,11,1,1,0,0,0,0,3
2018,40,Summer,2018_Summer,4,1,2018-08-02,2018-08-13,11,1,1,0,36,0,36,1
2018,40,Summer,2018_Summer,4,2,2018-08-02,2018-08-13,11,1,1,0,59,0,59,2
2018,40,Summer,2018_Summer,5,1,2018-08-02,2018-08-13,11,NA,NA,NA,NA,NA,NA,3
2018,40,Summer,2018_Summer,5,2,2018-08-02,2018-08-13,11,1,1,0,12,0,12,1
2018,40,Summer,2018_Summer,6,1,2018-08-02,2018-08-13,11,1,1,0,54,0,54,2
2018,40,Summer,2018_Summer,6,2,2018-08-02,2018-08-13,11,1,1,0,46,0,46,3
2019,41,Overwintering,2019_Overwintering,1,1,2019-05-21,2019-05-30,9,0.5,0.5,7,117,14,234,1
2019,41,Overwintering,2019_Overwintering,1,2,2019-05-21,2019-05-30,9,0.5,0.5,19,144,38,288,2
2019,41,Overwintering,2019_Overwintering,2,1,2019-05-21,2019-05-30,9,NA,NA,NA,NA,NA,NA,3
2019,41,Overwintering,2019_Overwintering,2,2,2019-05-21,2019-05-30,9,1,1,18,226,18,226,4
2019,41,Overwintering,2019_Overwintering,3,1,2019-05-20,2019-05-30,10,1,1,2,14,2,14,1
2019,41,Overwintering,2019_Overwintering,3,2,2019-05-20,2019-05-30,10,1,1,5,15,5,15,2
2019,41,Overwintering,2019_Overwintering,4,1,2019-05-21,2019-05-30,9,1,1,8,127,8,127,3
2019,41,Overwintering,2019_Overwintering,4,2,2019-05-21,2019-05-30,9,1,1,17,159,17,159,4
2019,41,Overwintering,2019_Overwintering,5,1,2019-05-20,2019-05-30,10,0.5,0.5,11,101,22,202,1
2019,41,Overwintering,2019_Overwintering,5,2,2019-05-20,2019-05-30,10,0.5,0.5,10,176,20,352,2
2019,41,Overwintering,2019_Overwintering,6,1,2019-05-20,2019-05-30,10,1,1,3,61,3,61,3
2019,41,Overwintering,2019_Overwintering,6,2,2019-05-20,2019-05-30,10,1,1,3,75,3,75,4
2019,41,Overwintering,2019_Overwintering,1,1,2019-05-30,2019-06-07,8,1,1,7,88,7,88,1
2019,41,Overwintering,2019_Overwintering,1,2,2019-05-30,2019-06-07,8,1,1,16,108,16,108,2
2019,41,Overwintering,2019_Overwintering,2,1,2019-05-30,2019-06-09,10,NA,NA,NA,NA,NA,NA,3
2019,41,Overwintering,2019_Overwintering,2,2,2019-05-30,2019-06-09,10,1,1,7,20,7,20,4
2019,41,Overwintering,2019_Overwintering,3,1,2019-05-30,2019-06-09,10,1,1,0,2,0,2,1
2019,41,Overwintering,2019_Overwintering,3,2,2019-05-30,2019-06-09,10,1,1,3,11,3,11,2
2019,41,Overwintering,2019_Overwintering,4,1,2019-05-30,2019-06-09,10,NA,NA,NA,NA,NA,NA,3
2019,41,Overwintering,2019_Overwintering,4,2,2019-05-30,2019-06-09,10,NA,NA,NA,NA,NA,NA,4
2019,41,Overwintering,2019_Overwintering,5,1,2019-05-30,2019-06-07,8,1,1,59,78,59,78,1
2019,41,Overwintering,2019_Overwintering,5,2,2019-05-30,2019-06-07,8,1,1,66,113,66,113,2
2019,41,Overwintering,2019_Overwintering,6,1,2019-05-30,2019-06-09,10,1,1,0,132,0,132,3
2019,41,Overwintering,2019_Overwintering,6,2,2019-05-30,2019-06-09,10,1,1,0,81,0,81,4
2019,41,Overwintering,2019_Overwintering,1,1,2019-06-07,2019-06-15,8,1,1,3,11,3,11,1
2019,41,Overwintering,2019_Overwintering,1,2,2019-06-07,2019-06-15,8,1,1,3,8,3,8,2
2019,41,Overwintering,2019_Overwintering,2,1,2019-06-09,2019-06-15,6,1,1,4,4,4,4,3
2019,41,Overwintering,2019_Overwintering,2,2,2019-06-09,2019-06-15,6,1,1,1,1,1,1,4
2019,41,Overwintering,2019_Overwintering,3,1,2019-06-09,2019-06-15,6,1,1,1,0,1,0,1
2019,41,Overwintering,2019_Overwintering,3,2,2019-06-09,2019-06-15,6,1,1,0,3,0,3,2
2019,41,Overwintering,2019_Overwintering,4,1,2019-06-09,2019-06-15,6,NA,NA,NA,NA,NA,NA,3
2019,41,Overwintering,2019_Overwintering,4,2,2019-06-09,2019-06-15,6,NA,NA,NA,NA,NA,NA,4
2019,41,Overwintering,2019_Overwintering,5,1,2019-06-07,2019-06-15,8,1,1,12,37,12,37,1
2019,41,Overwintering,2019_Overwintering,5,2,2019-06-07,2019-06-15,8,1,1,11,49,11,49,2
2019,41,Overwintering,2019_Overwintering,6,1,2019-06-09,2019-06-15,6,1,1,4,0,4,0,3
2019,41,Overwintering,2019_Overwintering,6,2,2019-06-09,2019-06-15,6,NA,NA,NA,NA,NA,NA,4
2019,41,Overwintering,2019_Overwintering,1,1,2019-06-15,2019-07-03,18,1,1,0,0,0,0,1
2019,41,Overwintering,2019_Overwintering,1,2,2019-06-15,2019-07-03,18,1,1,0,1,0,1,2
2019,41,Overwintering,2019_Overwintering,2,1,2019-06-15,2019-07-03,18,NA,NA,NA,NA,NA,NA,3
2019,41,Overwintering,2019_Overwintering,2,2,2019-06-15,2019-07-03,18,NA,NA,NA,NA,NA,NA,4
2019,41,Overwintering,2019_Overwintering,3,1,2019-06-15,2019-07-03,18,1,1,0,0,0,0,1
2019,41,Overwintering,2019_Overwintering,3,2,2019-06-15,2019-07-03,18,NA,NA,NA,NA,NA,NA,2
2019,41,Overwintering,2019_Overwintering,4,1,2019-06-15,2019-07-03,18,1,1,1,1,1,1,3
2019,41,Overwintering,2019_Overwintering,4,2,2019-06-15,2019-07-03,18,1,1,0,0,0,0,4
2019,41,Overwintering,2019_Overwintering,5,1,2019-06-15,2019-07-03,18,1,1,0,5,0,5,1
2019,41,Overwintering,2019_Overwintering,5,2,2019-06-15,2019-07-03,18,1,1,3,13,3,13,2
2019,41,Overwintering,2019_Overwintering,6,1,2019-06-15,2019-07-03,18,1,1,1,5,1,5,3
2019,41,Overwintering,2019_Overwintering,6,2,2019-06-15,2019-07-03,18,1,1,1,4,1,4,4
2019,42,Summer,2019_Summer,1,1,2019-07-03,2019-07-23,20,1,1,0,161,0,161,1
2019,42,Summer,2019_Summer,1,2,2019-07-03,2019-07-23,20,1,1,0,150,0,150,2
2019,42,Summer,2019_Summer,2,1,2019-07-03,2019-07-23,20,1,1,0,16,0,16,1
2019,42,Summer,2019_Summer,2,2,2019-07-03,2019-07-23,20,NA,NA,NA,NA,NA,NA,2
2019,42,Summer,2019_Summer,3,1,2019-07-03,2019-07-23,20,1,1,0,5,0,5,1
2019,42,Summer,2019_Summer,3,2,2019-07-03,2019-07-23,20,1,1,0,10,0,10,2
2019,42,Summer,2019_Summer,4,1,2019-07-03,2019-07-23,20,NA,NA,NA,NA,NA,NA,1
2019,42,Summer,2019_Summer,4,2,2019-07-03,2019-07-23,20,NA,NA,NA,NA,NA,NA,2
2019,42,Summer,2019_Summer,5,1,2019-07-03,2019-07-23,20,1,1,0,25,0,25,1
2019,42,Summer,2019_Summer,5,2,2019-07-03,2019-07-23,20,NA,NA,NA,NA,NA,NA,2
2019,42,Summer,2019_Summer,6,1,2019-07-03,2019-07-23,20,NA,NA,NA,NA,NA,NA,1
2019,42,Summer,2019_Summer,6,2,2019-07-03,2019-07-23,20,1,1,0,216,0,216,2
2019,42,Summer,2019_Summer,1,1,2019-07-23,2019-08-20,28,1,1,0,5,0,5,1
2019,42,Summer,2019_Summer,1,2,2019-07-23,2019-08-20,28,1,1,0,1,0,1,2
2019,42,Summer,2019_Summer,2,1,2019-07-23,2019-08-20,28,1,1,0,6,0,6,1
2019,42,Summer,2019_Summer,2,2,2019-07-23,2019-08-20,28,1,1,0,44,0,44,2
2019,42,Summer,2019_Summer,3,1,2019-07-23,2019-08-20,28,1,1,0,4,0,4,1
2019,42,Summer,2019_Summer,3,2,2019-07-23,2019-08-20,28,1,1,0,12,0,12,2
2019,42,Summer,2019_Summer,4,1,2019-07-23,2019-08-20,28,1,1,0,4,0,4,1
2019,42,Summer,2019_Summer,4,2,2019-07-23,2019-08-20,28,1,1,0,3,0,3,2
2019,42,Summer,2019_Summer,5,1,2019-07-23,2019-08-20,28,1,1,0,10,0,10,1
2019,42,Summer,2019_Summer,5,2,2019-07-23,2019-08-20,28,1,1,0,17,0,17,2
2019,42,Summer,2019_Summer,6,1,2019-07-23,2019-08-20,28,1,1,0,15,0,15,1
2019,42,Summer,2019_Summer,6,2,2019-07-23,2019-08-20,28,1,1,0,22,0,22,2
2020,43,Overwintering,2020_Overwintering,1,1,2020-06-02,2020-07-10,38,1,1,0,179,0,179,1
2020,43,Overwintering,2020_Overwintering,1,2,2020-06-02,2020-07-10,38,1,1,0,285,0,285,1
2020,43,Overwintering,2020_Overwintering,2,1,2020-06-02,2020-07-10,38,1,1,NA,NA,NA,NA,1
2020,43,Overwintering,2020_Overwintering,2,2,2020-06-02,2020-07-10,38,1,1,0,67,0,67,1
2020,43,Overwintering,2020_Overwintering,3,1,2020-06-02,2020-07-10,38,1,1,0,170,0,170,1
2020,43,Overwintering,2020_Overwintering,3,2,2020-06-02,2020-07-10,38,1,1,0,8,0,8,1
2020,43,Overwintering,2020_Overwintering,4,1,2020-06-02,2020-07-11,39,1,1,0,23,0,23,1
2020,43,Overwintering,2020_Overwintering,4,2,2020-06-02,2020-07-11,39,1,1,0,10,0,10,1
2020,43,Overwintering,2020_Overwintering,5,1,2020-06-02,2020-07-11,39,1,1,0,37,0,37,1
2020,43,Overwintering,2020_Overwintering,5,2,2020-06-02,2020-07-11,39,1,1,0,89,0,89,1
2020,43,Overwintering,2020_Overwintering,6,1,2020-06-02,2020-07-11,39,1,1,0,190,0,190,1
2020,43,Overwintering,2020_Overwintering,6,2,2020-06-02,2020-07-11,39,1,1,0,53,0,53,1
2020,44,Summer,2020_Summer,1,1,2020-07-10,2020-07-20,10,1,1,0,8,0,8,1
2020,44,Summer,2020_Summer,1,2,2020-07-10,2020-07-20,10,1,1,0,2,0,2,2
2020,44,Summer,2020_Summer,2,1,2020-07-10,2020-07-20,10,1,1,NA,NA,NA,NA,3
2020,44,Summer,2020_Summer,2,2,2020-07-10,2020-07-20,10,1,1,NA,NA,NA,NA,1
2020,44,Summer,2020_Summer,3,1,2020-07-10,2020-07-20,10,1,1,0,2,0,2,2
2020,44,Summer,2020_Summer,3,2,2020-07-10,2020-07-20,10,1,1,NA,NA,NA,NA,3
2020,44,Summer,2020_Summer,4,1,2020-07-10,2020-07-20,10,1,1,0,97,0,97,1
2020,44,Summer,2020_Summer,4,2,2020-07-10,2020-07-20,10,1,1,0,70,0,70,2
2020,44,Summer,2020_Summer,5,1,2020-07-10,2020-07-20,10,1,1,0,22,0,22,3
2020,44,Summer,2020_Summer,5,2,2020-07-10,2020-07-20,10,1,1,0,5,0,5,1
2020,44,Summer,2020_Summer,6,1,2020-07-10,2020-07-20,10,1,1,0,14,0,14,2
2020,44,Summer,2020_Summer,6,2,2020-07-10,2020-07-20,10,1,1,NA,NA,NA,NA,3
2020,44,Summer,2020_Summer,1,1,2020-07-20,2020-07-28,8,NA,NA,NA,NA,NA,NA,1
2020,44,Summer,2020_Summer,1,2,2020-07-20,2020-07-28,8,0.5,0.5,0,154,0,308,2
2020,44,Summer,2020_Summer,2,1,2020-07-20,2020-07-28,8,0.25,0.25,0,134,0,536,3
2020,44,Summer,2020_Summer,2,2,2020-07-20,2020-07-28,8,0.25,0.25,0,134,0,536,1
2020,44,Summer,2020_Summer,3,1,2020-07-20,2020-07-28,8,0.25,0.25,0,128,0,512,2
2020,44,Summer,2020_Summer,3,2,2020-07-20,2020-07-28,8,NA,NA,NA,NA,NA,NA,3
2020,44,Summer,2020_Summer,4,1,2020-07-20,2020-07-28,8,0.25,0.25,0,253,0,1012,1
2020,44,Summer,2020_Summer,4,2,2020-07-20,2020-07-28,8,0.5,0.5,0,231,0,462,2
2020,44,Summer,2020_Summer,5,1,2020-07-20,2020-07-28,8,1,1,1,13,1,13,3
2020,44,Summer,2020_Summer,5,2,2020-07-20,2020-07-28,8,1,1,0,126,0,126,1
2020,44,Summer,2020_Summer,6,1,2020-07-20,2020-07-28,8,1,1,0,308,0,308,2
2020,44,Summer,2020_Summer,6,2,2020-07-20,2020-07-28,8,NA,NA,NA,NA,NA,NA,3
2020,44,Summer,2020_Summer,1,1,2020-07-28,2020-08-12,15,1,1,0,2,0,2,1
2020,44,Summer,2020_Summer,1,2,2020-07-28,2020-08-12,15,1,1,0,3,0,3,2
2020,44,Summer,2020_Summer,2,1,2020-07-28,2020-08-12,15,0.25,0.25,0,87,0,348,3
2020,44,Summer,2020_Summer,2,2,2020-07-28,2020-08-12,15,1,1,0,35,0,35,1
2020,44,Summer,2020_Summer,3,1,2020-07-28,2020-08-12,15,1,1,0,0,0,0,2
2020,44,Summer,2020_Summer,3,2,2020-07-28,2020-08-12,15,1,1,0,53,0,53,3
2020,44,Summer,2020_Summer,4,1,2020-07-28,2020-08-12,15,1,1,0,117,0,117,1
2020,44,Summer,2020_Summer,4,2,2020-07-28,2020-08-12,15,NA,NA,NA,NA,NA,NA,2
2020,44,Summer,2020_Summer,5,1,2020-07-28,2020-08-12,15,1,1,0,25,0,25,3
2020,44,Summer,2020_Summer,5,2,2020-07-28,2020-08-12,15,NA,NA,NA,NA,NA,NA,1
2020,44,Summer,2020_Summer,6,1,2020-07-28,2020-08-12,15,NA,NA,NA,NA,NA,NA,2
2020,44,Summer,2020_Summer,6,2,2020-07-28,2020-08-12,15,1,1,0,124,0,124,3
2008,19,Overwintering,2008_Overwintering,4,1,2008-06-10,2008-06-14,4,NA,NA,NA,NA,NA,NA,5
2008,19,Overwintering,2008_Overwintering,4,2,2008-06-10,2008-06-14,4,NA,NA,NA,NA,NA,NA,1
2008,19,Overwintering,2008_Overwintering,5,1,2008-06-10,2008-06-14,4,NA,NA,NA,NA,NA,NA,2
2008,19,Overwintering,2008_Overwintering,5,2,2008-06-10,2008-06-14,4,NA,NA,NA,NA,NA,NA,3
2008,19,Overwintering,2008_Overwintering,6,1,2008-06-10,2008-06-14,4,NA,NA,NA,NA,NA,NA,4
2008,19,Overwintering,2008_Overwintering,6,2,2008-06-10,2008-06-14,4,NA,NA,NA,NA,NA,NA,5
2014,31,Overwintering,2014_Overwintering,3,2,2014-06-03,2014-06-08,5,NA,NA,NA,NA,NA,NA,2
2014,31,Overwintering,2014_Overwintering,3,1,2014-06-26,2014-07-07,11,NA,NA,NA,NA,NA,NA,3
2014,31,Overwintering,2014_Overwintering,3,2,2014-06-26,2014-07-07,11,NA,NA,NA,NA,NA,NA,4
