lakeid,sta,sampledate,sampletime,sampledepth,light,wtemp,o2sat,do,ph,secchi_up,secchi_dn,barom_pres,GPScoord_E,GPScoord_N,comments,
myv,33,2015-08-07,11:33,2.00,3.1,10.1,99.30,11.19,9.70,102.00,107.00,726.80,NA,NA,,
myv,33,2015-08-07,11:33,2.50,1.1,10.1,99.10,11.16,9.67,102.00,107.00,726.80,NA,NA,,
myv,33,2015-08-07,11:33,3.00,0.5,10.1,99.00,11.15,9.67,102.00,107.00,726.80,NA,NA,,
myv,5,2016-05-31,10:43,0.00,900.0,NA,NA,NA,NA,225.00,227.00,748.20,NA,NA,,
myv,5,2016-05-31,10:43,0.50,600.0,11.3,114.40,12.57,9.01,225.00,227.00,748.20,NA,NA,,
myv,5,2016-05-31,10:43,1.00,450.0,11.2,114.60,12.62,9.01,225.00,227.00,748.20,NA,NA,,
myv,5,2016-05-31,10:43,1.50,420.0,11.1,115.50,12.68,8.98,225.00,227.00,748.20,NA,NA,,
myv,5,2016-05-31,10:43,2.00,320.0,11.0,116.80,12.89,8.99,225.00,227.00,748.20,NA,NA,,
myv,5,2016-05-31,10:43,2.50,NA,10.9,118.50,13.60,9.01,225.00,227.00,748.20,NA,NA,,
myv,5,2016-05-31,10:43,3.00,NA,NA,NA,NA,NA,225.00,227.00,748.20,NA,NA,,
myv,6,2016-05-31,9:38,0.00,1000.0,NA,NA,NA,NA,INF,INF,748.20,NA,NA,"Hit the bottom at 270.50 cm, but secchi was still visible. (INF=infinity)",
myv,6,2016-05-31,9:38,0.50,700.0,11.0,107.90,11.91,8.90,INF,INF,748.20,NA,NA,"Hit the bottom at 270.50 cm, but secchi was still visible. (INF=infinity)",
myv,6,2016-05-31,9:38,1.00,650.0,10.9,107.70,11.91,8.89,INF,INF,748.20,NA,NA,"Hit the bottom at 270.50 cm, but secchi was still visible. (INF=infinity)",
myv,6,2016-05-31,9:38,1.50,500.0,10.7,107.70,11.97,8.93,INF,INF,748.20,NA,NA,"Hit the bottom at 270.50 cm, but secchi was still visible. (INF=infinity)",
myv,6,2016-05-31,9:38,2.00,520.0,10.6,108.70,12.10,8.92,INF,INF,748.20,NA,NA,"Hit the bottom at 270.50 cm, but secchi was still visible. (INF=infinity)",
myv,6,2016-05-31,9:38,2.50,420.0,10.5,109.10,12.18,8.91,INF,INF,748.20,NA,NA,"Hit the bottom at 270.50 cm, but secchi was still visible. (INF=infinity)",
myv,6,2016-05-31,9:38,3.00,NA,NA,NA,NA,NA,INF,INF,748.20,NA,NA,"Hit the bottom at 270.50 cm, but secchi was still visible. (INF=infinity)",
myv,2,2016-05-30,11:04,0.00,NA,NA,NA,NA,NA,125.00,135.00,745.20,NA,NA,,
myv,2,2016-05-30,11:04,0.50,420.0,9.4,107.50,12.31,8.90,125.00,135.00,745.20,NA,NA,,
myv,2,2016-05-30,11:04,1.00,280.0,9.2,106.20,12.21,8.92,125.00,135.00,745.20,NA,NA,,
myv,2,2016-05-30,11:04,1.50,220.0,9.1,105.40,12.15,8.92,125.00,135.00,745.20,NA,NA,,
myv,2,2016-05-30,11:04,2.00,177.0,9.0,105.00,12.17,8.93,125.00,135.00,745.20,NA,NA,,
myv,2,2016-05-30,11:04,2.50,129.0,NA,NA,NA,NA,125.00,135.00,745.20,NA,NA,,
myv,2,2016-05-30,11:04,3.00,NA,NA,NA,NA,NA,125.00,135.00,745.20,NA,NA,,
myv,1,2016-05-29,14:28,0.00,1300.0,NA,NA,NA,NA,104.00,120.00,736.90,NA,NA,,
myv,1,2016-05-29,14:28,0.50,950.0,9.7,109.30,12.40,9.09,104.00,120.00,736.90,NA,NA,,
myv,1,2016-05-29,14:28,1.00,710.0,9.6,108.90,12.43,9.06,104.00,120.00,736.90,NA,NA,,
myv,1,2016-05-29,14:28,1.50,485.0,9.4,108.90,12.45,9.05,104.00,120.00,736.90,NA,NA,,
myv,1,2016-05-29,14:28,2.00,365.0,9.3,114.70,13.28,9.03,104.00,120.00,736.90,NA,NA,,
myv,1,2016-05-29,14:28,2.50,NA,NA,NA,NA,NA,104.00,120.00,736.90,NA,NA,,
myv,1,2016-05-29,14:28,3.00,NA,NA,NA,NA,NA,104.00,120.00,736.90,NA,NA,,
myv,33,2016-05-29,12:15,0.00,1160.0,9.1,104.40,12.09,9.27,110.00,120.00,736.90,NA,NA,,
myv,33,2016-05-29,12:15,0.50,890.0,8.5,104.00,12.20,9.01,110.00,120.00,736.90,NA,NA,,
myv,33,2016-05-29,12:15,1.00,620.0,8.2,103.80,12.26,8.92,110.00,120.00,736.90,NA,NA,,
myv,33,2016-05-29,12:15,1.50,400.0,8.0,103.50,12.26,8.85,110.00,120.00,736.90,NA,NA,,
myv,33,2016-05-29,12:15,2.00,220.0,8.0,106.10,12.57,8.74,110.00,120.00,736.90,NA,NA,,
myv,33,2016-05-29,12:15,2.50,180.0,8.0,106.00,12.56,8.68,110.00,120.00,736.90,NA,NA,,
myv,33,2016-05-29,12:15,3.00,114.0,NA,NA,NA,NA,110.00,120.00,736.90,NA,NA,,
myv,4,2016-05-30,11:40,0.00,611.0,NA,NA,NA,NA,115.00,130.00,745.20,NA,NA,,
myv,4,2016-05-30,11:40,0.50,449.0,10.5,109.20,12.18,8.96,115.00,130.00,745.20,NA,NA,,
myv,4,2016-05-30,11:40,1.00,300.0,10.4,108.80,12.20,8.96,115.00,130.00,745.20,NA,NA,,
myv,4,2016-05-30,11:40,1.50,208.0,10.0,108.00,12.26,8.97,115.00,130.00,745.20,NA,NA,,
myv,4,2016-05-30,11:40,2.00,145.0,9.7,108.10,12.38,8.96,115.00,130.00,745.20,NA,NA,,
myv,4,2016-05-30,11:40,2.50,107.0,9.4,109.70,12.59,8.96,115.00,130.00,745.20,NA,NA,,
myv,4,2016-05-30,11:40,3.00,NA,NA,NA,NA,NA,115.00,130.00,745.20,NA,NA,,
myv,33,2016-06-05,14:18,0.00,1500.0,15.5,120.10,11.99,8.70,145.00,175.00,744.10,NA,NA,,
myv,33,2016-06-05,14:18,0.50,1200.0,15.5,120.30,12.00,8.70,145.00,175.00,744.10,NA,NA,,
myv,33,2016-06-05,14:18,1.00,950.0,15.5,120.20,11.99,8.70,145.00,175.00,744.10,NA,NA,,
myv,33,2016-06-05,14:18,1.50,800.0,15.4,120.20,12.02,8.62,145.00,175.00,744.10,NA,NA,,
myv,33,2016-06-05,14:18,2.00,600.0,15.4,120.20,12.04,8.71,145.00,175.00,744.10,NA,NA,,
myv,33,2016-06-05,14:18,2.50,500.0,15.3,124.00,12.45,8.71,145.00,175.00,744.10,NA,NA,,
myv,33,2016-06-05,14:18,3.00,400.0,12.2,124.70,12.52,8.75,145.00,175.00,744.10,NA,NA,,
myv,33,2016-06-11,11:50,0.00,1300.0,16.6,117.20,11.42,9.05,INF,INF,736.90,NA,NA,*secchi touched bottom at 2.45m,
myv,33,2016-06-11,11:50,0.50,1100.0,16.5,117.10,11.44,9.05,INF,INF,736.90,NA,NA,*secchi touched bottom at 2.45m,
myv,33,2016-06-11,11:50,1.00,950.0,16.4,117.30,11.48,9.06,INF,INF,736.90,NA,NA,*secchi touched bottom at 2.45m,
myv,33,2016-06-11,11:50,1.50,780.0,16.3,117.60,11.53,9.06,INF,INF,736.90,NA,NA,*secchi touched bottom at 2.45m,
myv,33,2016-06-11,11:50,2.00,590.0,16.2,118.30,11.62,9.05,INF,INF,736.90,NA,NA,*secchi touched bottom at 2.45m,
myv,33,2016-06-11,11:50,2.50,540.0,16.2,119.40,11.77,9.08,INF,INF,736.90,NA,NA,*secchi touched bottom at 2.45m,
myv,33,2016-06-11,11:50,3.00,450.0,16.2,119.30,11.76,9.11,INF,INF,736.90,NA,NA,*secchi touched bottom at 2.45m,
myv,33,2016-06-22,11:33,0.00,1378.9,16.1,102.10,10.08,9.05,INF,INF,730.70,NA,NA,*secchi touched bottom at 2.45m,
myv,33,2016-06-22,11:33,0.50,1238.0,15.4,102.00,10.16,9.12,INF,INF,730.70,NA,NA,*secchi touched bottom at 2.45m,
myv,33,2016-06-22,11:33,1.00,937.0,14.8,101.50,10.30,9.12,INF,INF,730.70,NA,NA,*secchi touched bottom at 2.45m,
myv,33,2016-06-22,11:33,1.50,788.1,14.6,102.30,10.43,9.17,INF,INF,730.70,NA,NA,*secchi touched bottom at 2.45m,
myv,33,2016-06-22,11:33,2.00,668.7,14.4,101.60,10.38,9.12,INF,INF,730.70,NA,NA,*secchi touched bottom at 2.45m,
myv,33,2016-06-22,11:33,2.50,486.9,14.2,105.20,10.83,9.12,INF,INF,730.70,NA,NA,*secchi touched bottom at 2.45m,
myv,33,2016-06-22,11:33,3.00,413.2,14.1,105.70,10.87,9.20,INF,INF,730.70,NA,NA,*secchi touched bottom at 2.45m,
myv,1,2016-06-26,NA,NA,NA,NA,NA,NA,NA,INF,INF,NA,NA,NA,"*only took secchi depth, secchi disk hit bottom at 269.00",
myv,2,2016-06-27,NA,NA,NA,NA,NA,NA,NA,INF,INF,NA,NA,NA,"*only took secchi depth, secchi disk hit bottom at 280.00",
myv,33,2016-06-26,NA,NA,NA,NA,NA,NA,NA,2.9,3.2,NA,NA,NA,*only took secchi depth,
myv,4,2016-06-26,NA,NA,NA,NA,NA,NA,NA,INF,INF,NA,NA,NA,"*only took secchi depth, secchi disk hit bottom at 290.00",
myv,5,2016-06-27,NA,NA,NA,NA,NA,NA,NA,INF,INF,NA,NA,NA,"*only took secchi depth, secchi disk hit bottom at 259.00",
myv,6,2016-06-27,NA,NA,NA,NA,NA,NA,NA,INF,INF,NA,NA,NA,"*only took secchi depth, secchi disk hit bottom at 263.00",
myv,33,2016-07-05,11:21,0.00,1311.5,11.9,94.50,10.20,8.82,2.70,3.00,740.90,NA,NA,AM: changed to 1311.5 on 15may2020; confirmed with datasheet; used to be 311.5,
myv,33,2016-07-05,11:21,0.50,1016.4,11.8,94.00,10.18,8.77,2.70,3.00,740.90,NA,NA,,
myv,33,2016-07-05,11:21,1.00,733.3,11.6,93.00,10.11,8.75,2.70,3.00,740.90,NA,NA,,
myv,33,2016-07-05,11:21,1.50,571.3,11.4,91.80,10.02,8.73,2.70,3.00,740.90,NA,NA,,
myv,33,2016-07-05,11:21,2.00,488.8,11.1,90.90,10.00,8.75,2.70,3.00,740.90,NA,NA,,
myv,33,2016-07-05,11:21,2.50,376.0,10.9,90.70,10.03,8.75,2.70,3.00,740.90,NA,NA,,
myv,33,2016-07-05,11:21,3.00,277.7,10.6,93.40,10.40,8.74,2.70,3.00,740.90,NA,NA,,
myv,1,2016-07-10,11:17,0.00,490,12.3,102.3,10.96,9.21,1.8,2.4,NA,NA,NA,,
myv,1,2016-07-10,11:17,0.50,453,12.3,102.5,10.95,9.2,1.8,2.4,NA,NA,NA,,
myv,1,2016-07-10,11:17,1.00,366.5,12.3,102.6,10.98,9.19,1.8,2.4,NA,NA,NA,,
myv,1,2016-07-10,11:17,1.50,262.2,12.3,102.6,10.98,9.15,1.8,2.4,NA,NA,NA,,
myv,1,2016-07-10,11:17,2.00,333.5,12.3,102.9,11.01,9.14,1.8,2.4,NA,NA,NA,,
myv,1,2016-07-10,11:17,2.50,190,12.3,103,11.02,9.13,1.8,2.4,NA,NA,NA,,
myv,1,2016-07-10,11:17,3.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
myv,2,2016-07-10,12:30,0.00,704,12.8,103.3,10.94,9.11,INF,INF,NA,NA,NA,*Secchi hit bottom at 2.8m,
myv,2,2016-07-10,12:30,0.50,446.7,12.8,103.3,10.93,9.1,INF,INF,NA,NA,NA,*Secchi hit bottom at 2.8m,
myv,2,2016-07-10,12:30,1.00,302,12.8,103.2,10.93,9.09,INF,INF,NA,NA,NA,*Secchi hit bottom at 2.8m,
myv,2,2016-07-10,12:30,1.50,250,12.9,103.2,10.9,9.06,INF,INF,NA,NA,NA,*Secchi hit bottom at 2.8m,
myv,2,2016-07-10,12:30,2.00,173,12.9,104.5,11.03,9.07,INF,INF,NA,NA,NA,*Secchi hit bottom at 2.8m,
myv,2,2016-07-10,12:30,2.50,145,12.9,104.8,11.07,9.05,INF,INF,NA,NA,NA,*Secchi hit bottom at 2.8m,
myv,2,2016-07-10,12:30,3.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*Secchi hit bottom at 2.8m,
myv,33,2016-07-13,15:46,0.00,235,12.7,99.1,10.51,9.23,2.33,2.5,NA,NA,NA,,
myv,33,2016-07-13,15:46,0.50,173.9,12.5,98.9,10.53,9.2,2.33,2.5,NA,NA,NA,,
myv,33,2016-07-13,15:46,1.00,104,11.9,97.4,10.51,9.17,2.33,2.5,NA,NA,NA,,
myv,33,2016-07-13,15:46,1.50,116,11.6,96.5,10.5,9.15,2.33,2.5,NA,NA,NA,,
myv,33,2016-07-13,15:46,2.00,90,11.4,95.6,10.43,9.13,2.33,2.5,NA,NA,NA,,
myv,33,2016-07-13,15:46,2.50,74,11.2,106.4,11.68,9.13,2.33,2.5,NA,NA,NA,,
myv,33,2016-07-13,15:46,3.00,61.5,11.2,107.4,11.79,9.11,2.33,2.5,NA,NA,NA,,
myv,4,2016-07-13,15:15,0.00,505.7,12.7,96,10.19,9.16,2.4,2.8,NA,NA,NA,,
myv,4,2016-07-13,15:15,0.50,424,12.3,95.2,10.22,9.13,2.4,2.8,NA,NA,NA,,
myv,4,2016-07-13,15:15,1.00,306,12.1,106.7,11.47,9.12,2.4,2.8,NA,NA,NA,,
myv,4,2016-07-13,15:15,1.50,220,11.9,108.6,11.74,9.13,2.4,2.8,NA,NA,NA,,
myv,4,2016-07-13,15:15,2.00,147,11.9,105.4,11.38,9.18,2.4,2.8,NA,NA,NA,,
myv,4,2016-07-13,15:15,2.50,127,11.8,105.2,11.4,9.16,2.4,2.8,NA,NA,NA,,
myv,4,2016-07-13,15:15,3.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*secchi hit bottom at 2.87m,
myv,5,2016-07-09,16:35,0.00,1300,12.3,102.3,10.95,9.07,INF,INF,NA,NA,NA,*Secchi hit bottom at 2.52m,
myv,5,2016-07-09,16:35,0.50,1250,12.3,103.3,11.06,9.07,INF,INF,NA,NA,NA,*Secchi hit bottom at 2.52m,
myv,5,2016-07-09,16:35,1.00,850,12.2,103.8,11.13,9.06,INF,INF,NA,NA,NA,*Secchi hit bottom at 2.52m,
myv,5,2016-07-09,16:35,1.50,700,11.8,107.2,11.63,9.08,INF,INF,NA,NA,NA,*Secchi hit bottom at 2.52m,
myv,5,2016-07-09,16:35,2.00,700,11.7,107.5,11.65,9.06,INF,INF,NA,NA,NA,*Secchi hit bottom at 2.52m,
myv,5,2016-07-09,16:35,2.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*Secchi hit bottom at 2.52m,
myv,5,2016-07-09,16:35,3.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*Secchi hit bottom at 2.52m,
myv,6,2016-07-09,12:40,0.00,459,12.0,109.4,11.81,9.26,INF,INF,NA,NA,NA,*Secchi hit bottom at 2.66m,
myv,6,2016-07-09,12:40,0.50,350,11.8,109.4,11.81,9.07,INF,INF,NA,NA,NA,*Secchi hit bottom at 2.66m,
myv,6,2016-07-09,12:40,1.00,266,11.4,108.8,11.92,9.07,INF,INF,NA,NA,NA,*Secchi hit bottom at 2.66m,
myv,6,2016-07-09,12:40,1.50,234,11.3,109.2,11.95,9.06,INF,INF,NA,NA,NA,*Secchi hit bottom at 2.66m,
myv,6,2016-07-09,12:40,2.00,245,11.2,109.3,12,9.05,INF,INF,NA,NA,NA,*Secchi hit bottom at 2.66m,
myv,6,2016-07-09,12:40,2.50,250,11.2,109.3,11.99,9.04,INF,INF,NA,NA,NA,*Secchi hit bottom at 2.66m,
myv,6,2016-07-09,12:40,3.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*Secchi hit bottom at 2.66m,
myv,33,2016-07-18,10:23,0.00,1023.0,13.5,109.60,11.43,9.34,2.20,2.60,736.50,NA,NA,,
myv,33,2016-07-18,10:23,0.50,877.0,13.5,109.90,11.46,9.31,2.20,2.60,736.50,NA,NA,,
myv,33,2016-07-18,10:23,1.00,470.0,13.5,110.00,11.46,9.28,2.20,2.60,736.50,NA,NA,,
myv,33,2016-07-18,10:23,1.50,303.0,13.4,109.80,11.47,9.27,2.20,2.60,736.50,NA,NA,,
myv,33,2016-07-18,10:23,2.00,255.9,13.4,109.70,11.45,9.26,2.20,2.60,736.50,NA,NA,,
myv,33,2016-07-18,10:23,2.50,185.0,13.4,109.70,11.47,9.25,2.20,2.60,736.50,NA,NA,,
myv,33,2016-07-18,10:23,3.00,170.0,13.4,110.20,11.52,9.22,2.20,2.60,736.50,NA,NA,,
myv,1,2016-07-25,12:50,0.00,262,14.1,103.1,10.6,9.44,1.9,2.36,NA,NA,NA,,
myv,1,2016-07-25,12:50,0.50,210,14.1,103.2,10.61,9.42,1.9,2.36,NA,NA,NA,,
myv,1,2016-07-25,12:50,1.00,156,14.1,103.1,10.6,9.42,1.9,2.36,NA,NA,NA,,
myv,1,2016-07-25,12:50,1.50,127,14.2,103.1,10.58,9.41,1.9,2.36,NA,NA,NA,,
myv,1,2016-07-25,12:50,2.00,105,14.2,103,10.57,9.42,1.9,2.36,NA,NA,NA,,
myv,1,2016-07-25,12:50,2.50,78,14.2,103,10.57,9.41,1.9,2.36,NA,NA,NA,,
myv,1,2016-07-25,12:50,3.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*secchi hit bottom at 2.76m,
myv,2,2016-07-25,10:35,0.00,248,14.3,110.7,11.34,9.54,2.05,2.6,NA,NA,NA,,
myv,2,2016-07-25,10:35,0.50,183,14.3,110.9,11.36,9.55,2.05,2.6,NA,NA,NA,,
myv,2,2016-07-25,10:35,1.00,145,14.3,111,11.36,9.55,2.05,2.6,NA,NA,NA,,
myv,2,2016-07-25,10:35,1.50,107,14.3,110.8,11.35,9.55,2.05,2.6,NA,NA,NA,,
myv,2,2016-07-25,10:35,2.00,78,14.4,111.2,11.36,9.55,2.05,2.6,NA,NA,NA,,
myv,2,2016-07-25,10:35,2.50,58,14.4,110.9,11.33,9.53,2.05,2.6,NA,NA,NA,,
myv,2,2016-07-25,10:35,3.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*secchi hit bottom at 2.8m,
myv,33,2016-07-25,9:45,0.00,270,14.3,108.2,11.08,9.47,1.83,2.16,NA,NA,NA,,
myv,33,2016-07-25,9:45,0.50,212,14.3,108.3,11.09,9.46,1.83,2.16,NA,NA,NA,,
myv,33,2016-07-25,9:45,1.00,156,14.3,108.3,11.09,9.43,1.83,2.16,NA,NA,NA,,
myv,33,2016-07-25,9:45,1.50,122,14.3,108.3,11.09,9.42,1.83,2.16,NA,NA,NA,,
myv,33,2016-07-25,9:45,2.00,90,14.3,108.3,11.09,9.42,1.83,2.16,NA,NA,NA,,
myv,33,2016-07-25,9:45,2.50,75,14.3,108.2,11.08,9.4,1.83,2.16,NA,NA,NA,,
myv,33,2016-07-25,9:45,3.00,59.1,14.3,108.2,11.08,9.39,1.83,2.16,NA,NA,NA,,
myv,4,2016-07-24,13:05,0.00,172,14.7,127.6,12.95,9.42,2.5,2.79,NA,NA,NA,,
myv,4,2016-07-24,13:05,0.50,134,14.7,127.4,12.93,9.41,2.5,2.79,NA,NA,NA,,
myv,4,2016-07-24,13:05,1.00,106,14.7,127.8,12.97,9.41,2.5,2.79,NA,NA,NA,,
myv,4,2016-07-24,13:05,1.50,86,14.7,127.4,12.93,9.4,2.5,2.79,NA,NA,NA,,
myv,4,2016-07-24,13:05,2.00,71,14.7,127.1,12.9,9.4,2.5,2.79,NA,NA,NA,,
myv,4,2016-07-24,13:05,2.50,54,14.7,126.9,12.08,9.39,2.5,2.79,NA,NA,NA,,
myv,4,2016-07-24,13:05,3.00,NA,NA,NA,NA,NA,NA,NA,733.1,NA,NA,*secchi hit bottom at 2.6m,
myv,5,2016-07-23,17:30,0.00,420,13.8,99.7,10.32,9.1,INF,INF,733.1,NA,NA,*secchi hit bottom at 2.6m,
myv,5,2016-07-23,17:30,0.50,350,13.7,100,10.37,9.07,INF,INF,733.1,NA,NA,*secchi hit bottom at 2.6m,
myv,5,2016-07-23,17:30,1.00,260,13.7,100,10.38,9.06,INF,INF,733.1,NA,NA,*secchi hit bottom at 2.6m,
myv,5,2016-07-23,17:30,1.50,190,13.7,99.9,10.37,9.05,INF,INF,733.1,NA,NA,*secchi hit bottom at 2.6m,
myv,5,2016-07-23,17:30,2.00,160,13.6,103,10.74,9.05,INF,INF,733.1,NA,NA,*secchi hit bottom at 2.6m,
myv,5,2016-07-23,17:30,2.50,NA,NA,NA,NA,NA,NA,NA,733.1,NA,NA,*secchi hit bottom at 2.6m,
myv,5,2016-07-23,17:30,3.00,NA,NA,NA,NA,NA,NA,NA,733.1,NA,NA,*secchi hit bottom at 2.6m,
myv,6,2016-07-23,16:30,0.00,750,13,102.4,10.84,9.13,INF,INF,733,NA,NA,*secchi hit bottom at 2.7m,
myv,6,2016-07-23,16:30,0.50,550,12.8,102.5,10.85,9.11,INF,INF,733,NA,NA,*secchi hit bottom at 2.7m,
myv,6,2016-07-23,16:30,1.00,430,12.8,102.2,10.84,9.11,INF,INF,733,NA,NA,*secchi hit bottom at 2.7m,
myv,6,2016-07-23,16:30,1.50,260,12.7,101.8,10.82,9.11,INF,INF,733,NA,NA,*secchi hit bottom at 2.7m,
myv,6,2016-07-23,16:30,2.00,217,11.9,101.8,11.02,9.11,INF,INF,733,NA,NA,*secchi hit bottom at 2.7m,
myv,6,2016-07-23,16:30,2.50,190,11.8,102.2,11.07,9.08,INF,INF,733,NA,NA,*secchi hit bottom at 2.7m,
myv,6,2016-07-23,16:30,3.00,NA,NA,NA,NA,NA,NA,NA,733,NA,NA,*secchi hit bottom at 2.7m,
myv,33,2016-07-31,10:42,0.00,844.3,12.0,106.40,11.49,9.71,1.23,1.86,741.30,NA,NA,,
myv,33,2016-07-31,10:42,0.50,480.0,12.0,106.50,11.49,9.66,1.23,1.86,741.30,NA,NA,,
myv,33,2016-07-31,10:42,1.00,349.0,11.9,106.60,11.51,9.58,1.23,1.86,741.30,NA,NA,,
myv,33,2016-07-31,10:42,1.50,256.0,11.8,106.70,11.55,9.40,1.23,1.86,741.30,NA,NA,,
myv,33,2016-07-31,10:42,2.00,145.0,11.7,106.70,11.58,9.39,1.23,1.86,741.30,NA,NA,,
myv,33,2016-07-31,10:42,2.50,114.3,11.4,108.60,11.87,9.41,1.23,1.86,741.30,NA,NA,,
myv,33,2016-07-31,10:42,3.00,93.4,11.4,108.70,11.88,9.60,1.23,1.86,741.30,NA,NA,,
myv,33,2016-08-02,NA,0.00,550.0,12.8,111.00,11.75,NA,1.70,2.25,NA,NA,NA,,
myv,33,2016-08-02,NA,0.50,360.0,12.8,111.80,11.83,NA,1.70,2.25,NA,NA,NA,,
myv,33,2016-08-02,NA,1.00,290.0,12.7,112.10,11.87,NA,1.70,2.25,NA,NA,NA,,
myv,33,2016-08-02,NA,1.50,265.0,12.7,113.20,12.00,NA,1.70,2.25,NA,NA,NA,,
myv,33,2016-08-02,NA,2.00,213.0,12.6,112.70,11.98,NA,1.70,2.25,NA,NA,NA,,
myv,33,2016-08-02,NA,2.50,178.0,12.6,113.80,12.11,NA,1.70,2.25,NA,NA,NA,,
myv,33,2016-08-02,NA,3.00,139.0,12.6,114.40,12.16,NA,1.70,2.25,NA,NA,NA,,
myv,2,2016-08-03,11:18,0.00,160.1,12.1,116.50,12.52,NA,2.10,2.40,734.2,NA,NA,*secchi hit bottom at 2.7m,
myv,2,2016-08-03,11:18,0.50,145.0,12.2,116.60,12.51,NA,2.10,2.40,734.2,NA,NA,*secchi hit bottom at 2.7m,
myv,2,2016-08-03,11:18,1.00,108.0,12.2,116.80,12.53,NA,2.10,2.40,734.2,NA,NA,*secchi hit bottom at 2.7m,
myv,2,2016-08-03,11:18,1.50,94.0,12.2,117.10,12.56,NA,2.10,2.40,734.2,NA,NA,*secchi hit bottom at 2.7m,
myv,2,2016-08-03,11:18,2.00,77.0,12.2,117.00,12.56,NA,2.10,2.40,734.2,NA,NA,*secchi hit bottom at 2.7m,
myv,2,2016-08-03,11:18,2.50,64.0,12.2,119.2,12.8,NA,2.10,2.40,734.2,NA,NA,*secchi hit bottom at 2.7m,
myv,2,2016-08-03,11:18,3.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*secchi hit bottom at 2.7m,
myv,1,2016-08-10,10:05,0.00,495,12.3,112.1,12,9.54,2.4,2.6,737.1,NA,NA,*secchi hit bottom at 2.65m,
myv,1,2016-08-10,10:05,0.50,440,12.2,112.3,12.05,9.55,2.4,2.6,737.1,NA,NA,*secchi hit bottom at 2.65m,
myv,1,2016-08-10,10:05,1.00,332,12.2,112.1,12.04,9.51,2.4,2.6,737.1,NA,NA,*secchi hit bottom at 2.65m,
myv,1,2016-08-10,10:05,1.50,235,12.2,112.4,12.06,9.49,2.4,2.6,737.1,NA,NA,*secchi hit bottom at 2.65m,
myv,1,2016-08-10,10:05,2.00,198,12.2,112.3,12.05,9.47,2.4,2.6,737.1,NA,NA,*secchi hit bottom at 2.65m,
myv,1,2016-08-10,10:05,2.50,170,12.1,112.6,12.11,9.48,2.4,2.6,737.1,NA,NA,*secchi hit bottom at 2.65m,
myv,1,2016-08-10,10:05,3.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*secchi hit bottom at 2.65m,
myv,2,2016-08-10,12:48,0.00,660,12.5,113.1,12.05,9.45,INF,INF,735.8,NA,NA,*secchi hit bottom at 2.74m,
myv,2,2016-08-10,12:48,0.50,567,12.3,112.8,12.07,9.47,INF,INF,735.8,NA,NA,*secchi hit bottom at 2.74m,
myv,2,2016-08-10,12:48,1.00,459,12.1,116.5,12.52,9.47,INF,INF,735.8,NA,NA,*secchi hit bottom at 2.74m,
myv,2,2016-08-10,12:48,1.50,311,12.1,117.6,12.65,9.48,INF,INF,735.8,NA,NA,*secchi hit bottom at 2.74m,
myv,2,2016-08-10,12:48,2.00,300,12.1,118.4,12.73,9.48,INF,INF,735.8,NA,NA,*secchi hit bottom at 2.74m,
